customer_name,category,sub_category,city,order_date,region,sales,profit
Yadav,Food Grains,Rice,Perambalur,2016-09-01,West,1501,210.14
Alan,Fruits & Veggies,Organic Vegetables,Nagercoil,2016-09-01,West,1094,415.72
Hussain,Bakery,Cakes,Dharmapuri,2015-07-12,West,1179,106.11
Suresh,Food Grains,Atta & Flour,Viluppuram,2015-07-12,West,1127,416.99
Willams,Bakery,Biscuits,Namakkal,2016-06-22,West,601,234.39
Hussain,Oil & Masala,Edible Oil & Ghee,Chennai,2015-04-13,East,1697,560.01
Sundar,Beverages,Soft Drinks,Ooty,2015-04-13,East,2095,502.8
Harish,"Eggs, Meat & Fish",Chicken,Salem,2015-04-13,East,1132,215.08
Suresh,Fruits & Veggies,Organic Vegetables,Nagercoil,2015-04-13,East,1561,640.01
Vinne,"Eggs, Meat & Fish",Chicken,Coimbatore,2016-12-20,Central,1238,297.12
Willams,Bakery,Breads & Buns,Tenkasi,2018-06-15,West,2068,165.44
Suresh,Fruits & Veggies,Organic Vegetables,Pudukottai,2018-07-08,East,1113,356.16
Roshan,Food Grains,Rice,Theni,2018-07-08,East,1966,629.12
Haseena,"Eggs, Meat & Fish",Chicken,Madurai,2018-07-08,East,2138,684.16
Sabeela,Food Grains,Atta & Flour,Bodi,2017-09-01,East,978,68.46
Willams,Fruits & Veggies,Fresh Vegetables,Karur,2017-09-01,East,2014,684.76
Shah,Bakery,Breads & Buns,Viluppuram,2017-09-01,East,645,187.05
Krithika,Food Grains,Rice,Karur,2017-09-01,East,2194,680.14
Vidya,Beverages,Health Drinks,Ooty,2017-09-01,East,1244,62.2
Surya,Bakery,Biscuits,Kanyakumari,2017-04-08,East,743,289.77
Yadav,Fruits & Veggies,Fresh Vegetables,Ramanadhapuram,2017-04-08,East,2474,593.76
Malik,Snacks,Cookies,Trichy,2017-04-08,East,1494,74.7
Vidya,Oil & Masala,Spices,Coimbatore,2017-04-08,East,1174,328.72
Sabeela,Fruits & Veggies,Organic Vegetables,Virudhunagar,2017-04-23,South,1062,435.42
Ridhesh,Fruits & Veggies,Organic Vegetables,Pudukottai,2018-03-08,South,2297,528.31
Amrish,Snacks,Noodles,Namakkal,2018-03-08,South,562,56.2
Veena,"Eggs, Meat & Fish",Eggs,Perambalur,2018-09-25,East,2049,655.68
Veronica,"Eggs, Meat & Fish",Eggs,Kanyakumari,2018-09-25,East,570,125.4
Krithika,"Eggs, Meat & Fish",Mutton,Karur,2018-09-25,East,1236,333.72
Haseena,Beverages,Health Drinks,Bodi,2018-09-25,East,1069,459.67
Roshan,Bakery,Cakes,Namakkal,2015-09-24,West,1946,622.72
Yusuf,Snacks,Noodles,Dindigul,2017-10-21,East,595,196.35
Amrish,"Eggs, Meat & Fish",Mutton,Ramanadhapuram,2017-10-21,East,2439,658.53
Vince,Bakery,Biscuits,Karur,2017-10-21,East,2415,555.45
Mathew,Oil & Masala,Spices,Tirunelveli,2017-10-21,East,1725,362.25
Malik,Fruits & Veggies,Fresh Vegetables,Tenkasi,2018-05-29,Central,688,116.96
Sudeep,Food Grains,Rice,Karur,2018-05-29,Central,1698,339.6
Arvind,Bakery,Breads & Buns,Pudukottai,2015-07-23,West,1665,216.45
Shah,Beverages,Health Drinks,Ooty,2015-07-23,West,1309,78.54
Sharon,Oil & Masala,Spices,Vellore,2015-07-23,West,905,72.4
Hussain,"Eggs, Meat & Fish",Mutton,Theni,2015-07-23,West,2271,295.23
Ganesh,Snacks,Chocolates,Pudukottai,2017-09-28,Central,2091,522.75
Ganesh,Food Grains,Atta & Flour,Salem,2018-08-27,East,1917,172.53
Sudeep,Food Grains,Rice,Cumbum,2016-04-28,Central,641,179.48
Hussain,Oil & Masala,Spices,Salem,2016-04-28,Central,1192,417.2
Krithika,Food Grains,Rice,Ooty,2016-04-28,Central,1132,464.12
Ram,Oil & Masala,Masalas,Namakkal,2017-10-28,West,1727,224.51
Mathew,"Eggs, Meat & Fish",Mutton,Pudukottai,2017-10-28,West,1051,378.36
Jackson,Beverages,Health Drinks,Trichy,2016-06-26,Central,2109,337.44
Surya,"Eggs, Meat & Fish",Mutton,Virudhunagar,2016-11-27,South,1311,314.64
Sabeela,Fruits & Veggies,Organic Fruits,Ooty,2016-11-27,South,759,265.65
Esther,Bakery,Biscuits,Virudhunagar,2016-12-03,East,2201,462.21
Harish,Snacks,Cookies,Pudukottai,2016-12-03,East,1964,314.24
Malik,Snacks,Chocolates,Chennai,2015-11-24,East,1898,702.26
Shree,Bakery,Biscuits,Coimbatore,2018-12-11,East,2282,114.1
Jonas,Bakery,Breads & Buns,Karur,2018-12-11,East,2294,596.44
Hafiz,Oil & Masala,Spices,Coimbatore,2015-09-21,West,2213,995.85
Hussain,Food Grains,Atta & Flour,Dharmapuri,2015-09-21,West,1797,269.55
Ridhesh,Oil & Masala,Edible Oil & Ghee,Pudukottai,2015-06-07,Central,1912,382.4
Suresh,Food Grains,Rice,Bodi,2018-06-30,West,1865,354.35
Sheeba,Bakery,Cakes,Kanyakumari,2018-10-17,East,1838,753.58
Ram,Beverages,Soft Drinks,Karur,2018-10-17,East,1626,195.12
Rumaiza,Snacks,Noodles,Kanyakumari,2016-10-31,Central,647,71.17
Mathew,Bakery,Breads & Buns,Trichy,2017-09-08,Central,1042,177.14
Veronica,Beverages,Health Drinks,Virudhunagar,2017-09-08,Central,1519,318.99
Yadav,Beverages,Health Drinks,Perambalur,2017-09-08,Central,532,148.96
Adavan,"Eggs, Meat & Fish",Chicken,Ooty,2017-09-08,Central,1477,73.85
Willams,Bakery,Cakes,Tenkasi,2015-12-24,South,707,98.98
Shree,Snacks,Cookies,Cumbum,2015-04-16,South,1748,314.64
Alan,Oil & Masala,Masalas,Virudhunagar,2018-12-24,East,2257,361.12
Kumar,Food Grains,Atta & Flour,Perambalur,2018-12-08,West,762,198.12
Sharon,Food Grains,Rice,Tenkasi,2018-12-08,West,904,63.28
Ravi,Fruits & Veggies,Fresh Fruits,Krishnagiri,2018-12-08,West,958,182.02
Surya,Beverages,Soft Drinks,Trichy,2018-12-08,West,2193,899.13
Krithika,"Eggs, Meat & Fish",Eggs,Krishnagiri,2018-12-08,West,830,66.4
Krithika,Bakery,Cakes,Nagercoil,2018-12-08,West,1531,505.23
Harish,Snacks,Cookies,Coimbatore,2018-12-08,West,2355,753.6
Jonas,Oil & Masala,Edible Oil & Ghee,Perambalur,2018-12-08,West,917,256.76
Ridhesh,Bakery,Breads & Buns,Dharmapuri,2018-12-08,West,1433,458.56
Sudha,"Eggs, Meat & Fish",Fish,Namakkal,2018-11-03,West,2246,965.78
Arvind,Food Grains,Dals & Pulses,Salem,2018-11-03,West,2130,937.2
Ramesh,Snacks,Cookies,Dindigul,2018-06-24,West,2461,393.76
Amrish,Beverages,Soft Drinks,Cumbum,2017-04-14,West,1863,167.67
Jackson,Food Grains,Dals & Pulses,Karur,2018-11-06,South,1382,290.22
Hussain,Beverages,Health Drinks,Tirunelveli,2018-03-04,West,807,88.77
Shree,"Eggs, Meat & Fish",Fish,Virudhunagar,2018-03-04,West,1272,305.28
Komal,Fruits & Veggies,Organic Fruits,Perambalur,2015-06-22,West,1621,470.09
Malik,Bakery,Breads & Buns,Namakkal,2018-10-19,East,1356,501.72
Sheeba,Food Grains,Organic Staples,Vellore,2018-10-19,East,684,54.72
Veena,Bakery,Cakes,Karur,2018-08-21,South,540,162.0
Arvind,Beverages,Soft Drinks,Viluppuram,2018-11-23,Central,1256,113.04
Sudha,Beverages,Health Drinks,Tenkasi,2018-11-23,Central,581,214.97
Amrish,Snacks,Noodles,Coimbatore,2015-09-12,East,707,226.24
Willams,Fruits & Veggies,Organic Vegetables,Nagercoil,2018-10-01,Central,913,374.33
Sudeep,Food Grains,Rice,Ooty,2017-04-15,South,507,96.33
Harish,Fruits & Veggies,Fresh Fruits,Krishnagiri,2017-04-15,South,1367,355.42
Yusuf,Food Grains,Organic Staples,Coimbatore,2017-04-15,South,833,233.24
Esther,Beverages,Soft Drinks,Madurai,2017-04-15,South,1987,258.31
Roshan,Bakery,Breads & Buns,Madurai,2017-06-06,East,1152,264.96
Rumaiza,Snacks,Noodles,Chennai,2015-12-19,South,1362,517.56
Haseena,Snacks,Cookies,Kanyakumari,2015-12-19,South,942,122.46
Ram,"Eggs, Meat & Fish",Eggs,Dharmapuri,2017-06-12,Central,2200,792.0
Aditi,Snacks,Noodles,Tenkasi,2017-06-12,Central,861,258.3
Sabeela,Oil & Masala,Masalas,Salem,2018-09-15,Central,1648,444.96
Malik,Fruits & Veggies,Organic Fruits,Perambalur,2018-01-20,East,1805,216.6
Sudeep,Fruits & Veggies,Fresh Vegetables,Coimbatore,2017-09-05,Central,620,74.4
James,Snacks,Noodles,Ooty,2017-09-05,Central,1216,547.2
Sudha,"Eggs, Meat & Fish",Fish,Dindigul,2017-09-05,Central,686,34.3
Amrish,Food Grains,Dals & Pulses,Karur,2017-09-05,Central,1648,313.12
Sudeep,Food Grains,Dals & Pulses,Salem,2017-09-05,Central,506,217.58
Yadav,Snacks,Chocolates,Tirunelveli,2017-09-05,Central,1579,347.38
Malik,Snacks,Chocolates,Chennai,2018-03-20,Central,550,231.0
Shree,Beverages,Soft Drinks,Namakkal,2017-04-01,East,2020,848.4
Ganesh,Bakery,Cakes,Pudukottai,2017-04-01,East,695,104.25
Sudha,Food Grains,Dals & Pulses,Dharmapuri,2017-04-01,East,2453,367.95
Amy,Oil & Masala,Masalas,Pudukottai,2017-04-01,East,1820,637.0
Verma,"Eggs, Meat & Fish",Mutton,Virudhunagar,2017-04-01,East,508,152.4
Veena,Oil & Masala,Edible Oil & Ghee,Virudhunagar,2017-04-01,East,2459,860.65
Esther,Oil & Masala,Masalas,Ramanadhapuram,2018-10-20,East,850,93.5
Ramesh,Bakery,Biscuits,Coimbatore,2018-10-20,East,2417,821.78
Sharon,Snacks,Noodles,Ooty,2017-12-13,Central,795,206.7
Ridhesh,Food Grains,Dals & Pulses,Tirunelveli,2015-02-12,West,2142,664.02
Akash,Food Grains,Dals & Pulses,Perambalur,2017-09-26,Central,1542,647.64
Muneer,"Eggs, Meat & Fish",Chicken,Dindigul,2017-09-26,Central,2411,699.19
Krithika,Food Grains,Atta & Flour,Viluppuram,2016-12-15,West,1213,206.21
Veronica,Food Grains,Atta & Flour,Namakkal,2016-12-15,West,507,101.4
Ramesh,"Eggs, Meat & Fish",Eggs,Perambalur,2016-12-15,West,618,216.3
Krithika,Beverages,Health Drinks,Vellore,2017-04-22,West,1199,167.86
Amrish,Food Grains,Organic Staples,Viluppuram,2017-04-22,West,2200,484.0
Krithika,Fruits & Veggies,Fresh Vegetables,Pudukottai,2017-04-22,West,1238,519.96
Veena,Beverages,Soft Drinks,Bodi,2017-04-22,West,1962,412.02
Alan,Snacks,Chocolates,Pudukottai,2017-04-22,West,580,139.2
Shah,Oil & Masala,Edible Oil & Ghee,Nagercoil,2016-01-17,Central,2412,168.84
Adavan,Bakery,Biscuits,Viluppuram,2018-03-31,Central,1224,208.08
Hussain,Fruits & Veggies,Organic Fruits,Salem,2017-12-16,Central,1356,216.96
Yadav,Beverages,Soft Drinks,Karur,2016-12-20,East,502,80.32
Yadav,Bakery,Breads & Buns,Perambalur,2015-11-09,West,2271,658.59
Amrish,"Eggs, Meat & Fish",Chicken,Chennai,2015-11-09,West,1977,514.02
Yadav,Beverages,Soft Drinks,Perambalur,2015-11-09,West,1388,208.2
Esther,"Eggs, Meat & Fish",Fish,Namakkal,2015-11-09,West,2115,359.55
Haseena,Oil & Masala,Masalas,Krishnagiri,2015-11-09,West,1976,790.4
Hussain,Bakery,Breads & Buns,Perambalur,2015-11-09,West,1323,251.37
Rumaiza,Food Grains,Organic Staples,Perambalur,2017-07-12,West,639,255.6
Rumaiza,Food Grains,Atta & Flour,Perambalur,2017-10-27,East,1544,633.04
Jackson,Fruits & Veggies,Organic Fruits,Nagercoil,2017-06-26,East,1223,146.76
Ravi,Snacks,Chocolates,Krishnagiri,2017-06-26,East,1224,403.92
Shah,Bakery,Cakes,Karur,2015-10-06,West,2157,949.08
James,Bakery,Cakes,Dharmapuri,2015-07-22,East,673,195.17
Sudha,Food Grains,Atta & Flour,Virudhunagar,2015-07-22,East,2092,188.28
Vince,Snacks,Cookies,Tenkasi,2018-06-10,West,1892,491.92
Ramesh,Snacks,Cookies,Coimbatore,2018-06-10,West,1943,777.2
Harish,Fruits & Veggies,Organic Fruits,Coimbatore,2018-06-10,West,1968,649.44
Sabeela,"Eggs, Meat & Fish",Mutton,Namakkal,2015-10-29,Central,1596,478.8
Haseena,Snacks,Cookies,Ramanadhapuram,2015-06-09,Central,1637,572.95
Vidya,Snacks,Chocolates,Ramanadhapuram,2015-06-09,Central,2232,870.48
Amy,Bakery,Cakes,Tirunelveli,2015-06-09,Central,1917,843.48
Yadav,Beverages,Soft Drinks,Tenkasi,2015-09-14,East,531,74.34
Anu,Fruits & Veggies,Fresh Fruits,Ooty,2015-09-14,East,1283,526.03
Sheeba,Beverages,Soft Drinks,Cumbum,2017-05-09,West,937,327.95
Veronica,Beverages,Health Drinks,Pudukottai,2017-03-18,South,1373,247.14
Ridhesh,Beverages,Soft Drinks,Krishnagiri,2016-12-27,South,1598,415.48
Komal,Food Grains,Atta & Flour,Karur,2017-07-25,West,1398,545.22
Hussain,Beverages,Health Drinks,Cumbum,2017-07-25,West,1070,53.5
Vidya,Fruits & Veggies,Organic Vegetables,Virudhunagar,2017-07-25,West,1948,818.16
Komal,"Eggs, Meat & Fish",Mutton,Kanyakumari,2017-07-25,West,702,161.46
Veena,Beverages,Soft Drinks,Nagercoil,2017-05-30,West,1953,722.61
Arvind,"Eggs, Meat & Fish",Fish,Ramanadhapuram,2017-05-30,West,548,115.08
Peer,Snacks,Cookies,Bodi,2017-05-30,West,1952,624.64
Komal,Food Grains,Dals & Pulses,Pudukottai,2017-05-30,West,1836,716.04
Esther,Bakery,Breads & Buns,Perambalur,2017-05-30,West,2292,114.6
Hafiz,Beverages,Health Drinks,Madurai,2018-11-12,East,2112,380.16
Aditi,Food Grains,Rice,Karur,2016-03-16,South,2354,870.98
Amrish,Snacks,Chocolates,Perambalur,2016-03-16,South,2061,865.62
Kumar,Snacks,Noodles,Karur,2016-03-16,South,1791,519.39
Vince,Oil & Masala,Edible Oil & Ghee,Coimbatore,2016-03-16,South,2009,904.05
Haseena,Fruits & Veggies,Organic Fruits,Tenkasi,2018-11-26,Central,1850,777.0
Shah,Bakery,Breads & Buns,Ramanadhapuram,2018-11-26,Central,898,80.82
Aditi,Bakery,Breads & Buns,Nagercoil,2017-10-20,East,1070,310.3
Arutra,Oil & Masala,Masalas,Ramanadhapuram,2018-12-21,West,606,121.2
Verma,Beverages,Health Drinks,Ooty,2018-12-21,West,2352,564.48
Arvind,"Eggs, Meat & Fish",Eggs,Bodi,2018-01-22,West,1381,151.91
Sundar,"Eggs, Meat & Fish",Eggs,Chennai,2018-01-22,West,1170,257.4
Ramesh,Snacks,Noodles,Tenkasi,2018-01-22,West,1815,272.25
Komal,"Eggs, Meat & Fish",Eggs,Coimbatore,2018-01-22,West,595,89.25
Krithika,Bakery,Breads & Buns,Salem,2016-03-22,Central,640,256.0
Arutra,"Eggs, Meat & Fish",Mutton,Salem,2016-03-22,Central,1854,519.12
Komal,"Eggs, Meat & Fish",Chicken,Karur,2016-03-22,Central,2088,689.04
Peer,Fruits & Veggies,Fresh Vegetables,Perambalur,2018-01-23,Central,1837,734.8
Jonas,Oil & Masala,Masalas,Bodi,2017-05-21,West,737,221.1
Amy,"Eggs, Meat & Fish",Eggs,Kanyakumari,2017-05-21,West,2447,978.8
Suresh,"Eggs, Meat & Fish",Chicken,Krishnagiri,2016-12-26,East,1102,77.14
Sheeba,Bakery,Cakes,Trichy,2018-10-21,South,2236,178.88
Verma,Snacks,Noodles,Salem,2018-10-21,South,1413,155.43
Krithika,Snacks,Cookies,Karur,2016-09-03,East,1032,237.36
Vidya,Bakery,Breads & Buns,Vellore,2016-09-03,East,1597,367.31
Komal,"Eggs, Meat & Fish",Fish,Karur,2016-09-03,East,1537,169.07
Roshan,"Eggs, Meat & Fish",Chicken,Coimbatore,2016-11-07,West,1245,348.6
Veena,Snacks,Noodles,Ooty,2018-09-07,West,1902,646.68
Aditi,Food Grains,Organic Staples,Nagercoil,2017-05-29,South,888,115.44
James,Food Grains,Dals & Pulses,Tenkasi,2017-05-29,South,1416,396.48
Willams,Snacks,Noodles,Chennai,2017-07-10,West,739,310.38
Sudeep,Beverages,Soft Drinks,Ramanadhapuram,2018-09-03,Central,1262,302.88
Sheeba,Beverages,Soft Drinks,Perambalur,2016-12-03,East,2241,493.02
Surya,Food Grains,Rice,Theni,2016-12-07,South,2060,412.0
Surya,Snacks,Chocolates,Salem,2016-12-07,South,1633,669.53
Alan,Beverages,Soft Drinks,Trichy,2015-02-01,Central,1338,374.64
Sudha,Fruits & Veggies,Organic Fruits,Dharmapuri,2017-07-14,West,1382,179.66
Aditi,Beverages,Soft Drinks,Nagercoil,2016-12-18,East,1296,388.8
Sundar,Snacks,Chocolates,Salem,2015-05-11,Central,2289,526.47
Arvind,Fruits & Veggies,Fresh Vegetables,Ooty,2015-05-11,Central,898,44.9
Surya,"Eggs, Meat & Fish",Chicken,Bodi,2015-05-11,Central,2017,665.61
Yadav,Snacks,Chocolates,Tirunelveli,2018-11-19,East,1404,294.84
Komal,Bakery,Cakes,Bodi,2018-11-19,East,888,337.44
Adavan,"Eggs, Meat & Fish",Fish,Cumbum,2016-11-15,Central,659,204.29
Yadav,Beverages,Soft Drinks,Ooty,2016-11-15,Central,1167,501.81
Ravi,"Eggs, Meat & Fish",Chicken,Theni,2016-11-15,Central,1471,308.91
Verma,"Eggs, Meat & Fish",Mutton,Coimbatore,2017-04-15,West,2481,421.77
Shree,Beverages,Soft Drinks,Tirunelveli,2018-09-11,South,2336,607.36
Yadav,Beverages,Health Drinks,Kanyakumari,2018-11-24,Central,1696,84.8
Arutra,Oil & Masala,Spices,Perambalur,2018-06-29,West,1904,628.32
Yadav,"Eggs, Meat & Fish",Eggs,Pudukottai,2015-03-03,South,861,163.59
Yusuf,Fruits & Veggies,Organic Vegetables,Karur,2017-06-10,West,1505,376.25
Ganesh,"Eggs, Meat & Fish",Eggs,Nagercoil,2017-06-10,West,1791,608.94
Esther,Snacks,Noodles,Coimbatore,2017-06-10,West,1826,91.3
Kumar,"Eggs, Meat & Fish",Fish,Tirunelveli,2018-11-20,West,768,268.8
Yadav,Bakery,Breads & Buns,Perambalur,2018-11-20,West,1551,511.83
Esther,Fruits & Veggies,Organic Fruits,Coimbatore,2015-09-14,South,1313,525.2
Ram,Fruits & Veggies,Fresh Vegetables,Nagercoil,2015-09-14,South,1455,494.7
Shree,Fruits & Veggies,Organic Fruits,Vellore,2016-12-07,West,777,186.48
Akash,Beverages,Health Drinks,Virudhunagar,2016-12-07,West,2179,326.85
Amrish,Fruits & Veggies,Fresh Fruits,Namakkal,2018-12-07,West,1527,305.4
Ridhesh,Bakery,Biscuits,Virudhunagar,2018-10-01,West,2207,132.42
Surya,"Eggs, Meat & Fish",Eggs,Trichy,2018-10-01,West,1879,563.7
Yusuf,Oil & Masala,Edible Oil & Ghee,Theni,2018-10-01,West,1668,283.56
Malik,Food Grains,Rice,Tirunelveli,2018-10-01,West,727,247.18
Muneer,Bakery,Cakes,Kanyakumari,2018-12-28,East,979,430.76
Hussain,Bakery,Breads & Buns,Tirunelveli,2018-12-28,East,1362,381.36
James,Bakery,Biscuits,Bodi,2018-12-28,East,1626,650.4
Ridhesh,Fruits & Veggies,Fresh Vegetables,Bodi,2018-12-28,East,681,286.02
James,"Eggs, Meat & Fish",Eggs,Madurai,2017-11-03,West,2017,322.72
Komal,Beverages,Health Drinks,Krishnagiri,2016-09-18,West,980,205.8
Peer,Bakery,Biscuits,Krishnagiri,2016-09-18,West,931,418.95
Vinne,Food Grains,Organic Staples,Vellore,2016-09-18,West,1454,276.26
Komal,Fruits & Veggies,Organic Vegetables,Krishnagiri,2018-07-20,Central,2139,192.51
Akash,Food Grains,Organic Staples,Dindigul,2018-07-20,Central,1456,567.84
Ridhesh,Fruits & Veggies,Organic Fruits,Dharmapuri,2016-09-10,West,2403,480.6
Suresh,Beverages,Soft Drinks,Viluppuram,2018-12-01,West,822,98.64
Ramesh,Food Grains,Atta & Flour,Bodi,2018-12-01,West,750,165.0
Hussain,Fruits & Veggies,Fresh Fruits,Ooty,2018-12-01,West,1483,281.77
Ramesh,"Eggs, Meat & Fish",Fish,Vellore,2018-12-01,West,1072,310.88
Veronica,Snacks,Cookies,Dharmapuri,2018-12-01,West,842,176.82
Aditi,Snacks,Chocolates,Ramanadhapuram,2016-07-03,South,1479,73.95
Amy,Oil & Masala,Spices,Namakkal,2016-07-03,South,619,229.03
Amy,Food Grains,Rice,Trichy,2017-03-20,West,1784,428.16
Veronica,Bakery,Cakes,Coimbatore,2017-03-20,West,1586,650.26
Rumaiza,Oil & Masala,Masalas,Tenkasi,2017-03-20,West,1354,324.96
Muneer,Fruits & Veggies,Organic Vegetables,Salem,2017-03-20,West,1545,432.6
Roshan,Food Grains,Dals & Pulses,Salem,2015-01-09,Central,2409,867.24
Sudha,Oil & Masala,Spices,Ooty,2015-01-09,Central,1432,300.72
Kumar,Snacks,Noodles,Salem,2015-08-08,West,1443,533.91
Sudha,Food Grains,Rice,Salem,2015-08-08,West,1770,177.0
Yusuf,Beverages,Health Drinks,Vellore,2015-08-08,West,1298,272.58
Kumar,"Eggs, Meat & Fish",Eggs,Nagercoil,2015-08-08,West,1674,652.86
Arutra,"Eggs, Meat & Fish",Eggs,Ramanadhapuram,2017-07-14,East,1925,712.25
Adavan,Fruits & Veggies,Fresh Vegetables,Karur,2017-07-16,East,1963,392.6
Sudeep,Snacks,Chocolates,Cumbum,2017-07-16,East,1899,797.58
Anu,Beverages,Soft Drinks,Madurai,2017-07-16,East,2172,608.16
Ravi,Oil & Masala,Spices,Perambalur,2015-03-15,South,2289,618.03
Ram,Snacks,Noodles,Tirunelveli,2015-03-15,South,2110,590.8
Peer,Beverages,Health Drinks,Viluppuram,2015-03-15,South,1577,599.26
James,Beverages,Health Drinks,Salem,2015-03-15,South,2092,920.48
Yusuf,Beverages,Soft Drinks,Pudukottai,2015-03-15,South,2269,907.6
Sharon,Oil & Masala,Spices,Nagercoil,2015-05-23,East,1426,470.58
Rumaiza,"Eggs, Meat & Fish",Eggs,Ramanadhapuram,2015-05-23,East,1895,852.75
Komal,Fruits & Veggies,Organic Fruits,Viluppuram,2015-05-23,East,580,168.2
Ganesh,Snacks,Noodles,Ramanadhapuram,2017-04-28,Central,791,142.38
Sudeep,Food Grains,Atta & Flour,Viluppuram,2017-04-28,Central,1167,303.42
Mathew,Snacks,Chocolates,Cumbum,2017-09-11,East,1138,102.42
Jonas,Beverages,Health Drinks,Cumbum,2017-09-11,East,885,265.5
Anu,Snacks,Noodles,Vellore,2018-11-14,East,1149,471.09
Vidya,Food Grains,Atta & Flour,Nagercoil,2018-11-14,East,753,301.2
Sundar,Food Grains,Atta & Flour,Pudukottai,2018-08-18,East,2493,922.41
Sheeba,"Eggs, Meat & Fish",Mutton,Namakkal,2018-08-18,East,2236,961.48
Sudeep,"Eggs, Meat & Fish",Fish,Karur,2018-08-18,East,2106,884.52
Veena,Bakery,Biscuits,Viluppuram,2018-08-18,East,1873,618.09
Malik,Snacks,Chocolates,Tirunelveli,2018-08-18,East,1155,138.6
Shah,"Eggs, Meat & Fish",Mutton,Chennai,2015-12-26,Central,1881,432.63
Haseena,Beverages,Health Drinks,Nagercoil,2016-11-29,Central,2285,982.55
Shree,Bakery,Biscuits,Namakkal,2016-11-29,Central,561,134.64
Surya,"Eggs, Meat & Fish",Eggs,Cumbum,2016-11-29,Central,1482,340.86
Hafiz,Fruits & Veggies,Organic Vegetables,Dindigul,2016-11-29,Central,977,332.18
Akash,Food Grains,Atta & Flour,Tirunelveli,2018-09-15,East,1595,717.75
Alan,Fruits & Veggies,Organic Vegetables,Perambalur,2018-05-19,West,1069,128.28
Esther,Beverages,Soft Drinks,Coimbatore,2018-12-17,West,566,215.08
Harish,Beverages,Soft Drinks,Dharmapuri,2018-12-17,West,1551,155.1
Hafiz,"Eggs, Meat & Fish",Chicken,Coimbatore,2017-12-11,West,1279,409.28
Willams,Bakery,Biscuits,Coimbatore,2017-12-11,West,745,208.6
Rumaiza,Food Grains,Rice,Dindigul,2017-12-11,West,540,32.4
Sudha,"Eggs, Meat & Fish",Eggs,Ooty,2018-09-24,South,620,43.4
Amy,"Eggs, Meat & Fish",Fish,Cumbum,2018-09-24,South,1931,308.96
Verma,Bakery,Biscuits,Namakkal,2016-10-04,South,2151,215.1
Haseena,Food Grains,Atta & Flour,Chennai,2017-08-15,West,1547,665.21
Shree,Bakery,Breads & Buns,Vellore,2017-08-15,West,926,240.76
Vidya,Bakery,Breads & Buns,Theni,2017-05-20,West,1419,283.8
Vinne,Snacks,Cookies,Tenkasi,2017-05-20,West,534,101.46
Hafiz,Oil & Masala,Spices,Dindigul,2017-12-18,Central,2037,448.14
Muneer,Food Grains,Atta & Flour,Vellore,2018-07-30,West,966,183.54
Veena,Food Grains,Atta & Flour,Dharmapuri,2018-07-30,West,1125,427.5
Verma,Oil & Masala,Spices,Madurai,2018-06-10,Central,2333,139.98
Esther,Snacks,Noodles,Kanyakumari,2018-07-21,East,1361,299.42
Hussain,"Eggs, Meat & Fish",Eggs,Nagercoil,2018-12-30,Central,1656,149.04
Malik,Snacks,Noodles,Cumbum,2017-04-01,West,1351,202.65
Aditi,Beverages,Health Drinks,Ooty,2017-04-01,West,992,109.12
Suresh,"Eggs, Meat & Fish",Fish,Dharmapuri,2017-12-11,West,559,223.6
Amy,Snacks,Chocolates,Viluppuram,2017-12-11,West,2404,697.16
Jackson,Food Grains,Rice,Chennai,2017-12-11,West,1082,421.98
Ramesh,"Eggs, Meat & Fish",Fish,Dindigul,2017-10-23,East,1051,147.14
Shree,Fruits & Veggies,Organic Vegetables,Kanyakumari,2018-06-19,East,1578,362.94
Aditi,Oil & Masala,Edible Oil & Ghee,Nagercoil,2018-06-19,East,1086,434.4
Rumaiza,Bakery,Cakes,Dharmapuri,2017-08-22,East,1703,221.39
Yusuf,Food Grains,Rice,Vellore,2017-08-22,East,1630,537.9
Yusuf,Snacks,Chocolates,Trichy,2017-08-22,East,1689,236.46
